ano,semestre,numero_questao,texto,principal,secundarias,pagina
2018,sem1,Questão 38,"Questão 38 A história também é contada em lugares públicos e o Cais do Valongo, no Rio de Janeiro, é um desses lugares.
Estima-se que mais de um milhão de pessoas tenham chegado da África ao Brasil por esse porto somente na
primeira metade do século XIX; esse era o principal portão de entrada de escravizados africanos na maior cidade
escravista das Américas.
De acordo com as historiadoras Hebe Mattos e Martha Abreu, a região onde se localiza o antigo Cais é também
conhecida como Pequena África, como a denominou o artista Heitor dos Prazeres nos primeiros anos do século XX.
Desde o final do século XIX, o local era um espaço de encontro de africanos e afro-brasileiros libertos e imigrantes
pobres, que deixariam profundas marcas culturais na história da cidade, como o próprio nascimento do samba.
<https://tinyurl.com/y7mz6urp> Acesso em: 14.11.2017. Adaptado.
Assinale a alternativa que corresponde corretamente às informações contidas no texto.
(A) Conhecida como Pequena África, a região da capital fluminense em que está o antigo Cais do Valongo se relaciona
com a história da escravidão e com o nascimento do samba.
(B) A escravidão de africanos, pouco expressiva no Rio de Janeiro à época do Império, tem a sua história contada pela
Pequena África, porto de entrada desses povos.
(C) No início do século XX, a Lei Eusébio de Queirós proibiu o tráfico de escravos e obrigou o fechamento do principal
porto escravista das Américas, a Pequena África.
(D) Entre o início da escravidão no Brasil, no século XVI, e o seu término, no século XVIII, pouco menos de um milhão de
africanos aportaram no Cais do Valongo.
(E) O Rio de Janeiro, maior cidade escravista das Américas, recebeu mais de um milhão de africanos nas décadas finais da
escravidão, entre 1860 e 1910.
16 VESTIBULINHO 1o SEM/2018 • Etec",Interpretação de texto,Momentos históricos nacionais,15
2018,sem1,Questão 39,"Para demonstrar a quantidade de calor envolvida em
um processo físico, uma professora de Ciências propõe o
seguinte experimento a seus alunos.
Em um recipiente de vidro deve-se colocar 100 g de água
destilada e medir a temperatura da mesma.
Posteriormente, o recipiente é aquecido até o início da
ebulição, quando se mede novamente a temperatura da
água, obtendo-se o valor de 100 °C.
A professora apresenta a equação que permite calcular a
quantidade de calor envolvida no experimento:
Q = m . c . T
em que: Q = quantidade de calor (em cal)
 m = massa (em g)
 c = calor especifico da água (c = 1 cal/g °C)
 T = variação de temperatura (em °C)
Supondo que um grupo constatou que a
temperatura inicial era de 20 °C, a quantidade de calor
necessária para aquecer somente a referida massa de
água deve ser de
(A) 1 000 cal.
(B) 2 000 cal.
(C) 4 000 cal.
(D) 6 000 cal.
(E) 8 000 cal.",Calorimetria,Nenhum,16
2018,sem1,Questão 41,"Um especialista, ao fazer um levantamento hidrográfico
de uma região marítima, representou no plano cartesiano
os dados obtidos. Ao terminar a sua tarefa observou que,
em particular, as ilhas A, B e C formavam um triângulo
conforme a figura.
3
5
3
4
4
5
5
4
4
3
Sabendo que as coordenadas dos pontos que representam
as ilhas são A(2; 3), B(18; 15) e C(18; 3), pode-se concluir
que a tangente do ângulo BAC é
(A) .
(B) .
(C) .
(D) .
(E) .",Plano cartesiano,Nenhum,16
2018,sem1,Questão 40,"A notícia destaca a reinauguração do  Estádio Estadual
Milton de Souza Corrêa, também conhecido como Zerão,
pois é cortado ao meio pela linha do Equador de
modo que os times jogam em hemisférios diferentes.
A linha do Equador divide o planeta em dois hemisférios e
é o marco inicial de uma coordenada geográfica. 
Assinale a alternativa que apresenta corretamente
Hemisférios Coordenada Geográfica
(A) Boreal e Setentrional longitude
(B) Ocidental e Oriental longitude
(C) Austral e Meridional altitude
(D) Leste e Oeste latitude
(E) Sul e Norte latitude",Cartografia,Nenhum,16
2018,sem1,Questão 42,"Questão 42 Imagine que você esteja em frente a um espelho plano, a uma distância de 0,5 m. Suponha que esse espelho seja deslocado
no mesmo plano em 0,4 m, se distanciando de você, conforme a figura.
A distância, representada no esquema pela letra y, entre você e a sua imagem, será, em metros, de
(A) 0,4.
(B) 0,8.
(C) 1,0.
(D) 1,8.
(E) 2,0.
18 VESTIBULINHO 1o SEM/2018 • Etec",Plano cartesiano,Nenhum,17
2018,sem1,Questão 43,"Questão 43 Considere que, na situação anterior, você esteja vestindo uma camiseta com a palavra FÍSICA, conforme a figura.
Se você se colocar de frente para o espelho plano, a palavra FÍSICA refletida se apresentará como mostrado na alternativa
(A) (D)
(B) (E)
(C)",Leitura,Nenhum,18
2018,sem1,Questão 44,"Questão 44 O autor da música enumera e destaca todas as coisas que dará e o que não dará a(o) sua(seu) amada(o), enfocando que
prefere as coisas que “ficam”. Para isso, ele faz uso da linguagem em seu sentido denotativo e conotativo.
Assinale a alternativa em que há o exemplo e a explicação corretos dos tipos de linguagens utilizadas na música.
(A) Linguagem denotativa acontece quando a linguagem é utilizada em seu sentido literal.
l Deixarei que esses lábios sejam meus, sejam teus / Esses embalam
(B) Linguagem conotativa acontece quando a linguagem é utilizada em seu sentido literal.
l Não te darei bombons, não te darei, eles acabam, eles derretem
(C) Linguagem denotativa acontece quando a linguagem é utilizada em seu sentido figurado.
l Não te darei discos, não, eles repetem, eles arranham
(D) Linguagem conotativa acontece quando a linguagem é utilizada em seu sentido figurado.
l Deixarei que esses lábios sejam meus, sejam teus / Esses embalam
(E) Linguagem denotativa acontece quando a linguagem é utilizada em seu sentido literal.
l Não te darei festas, não te darei, elas terminam, elas choram
VESTIBULINHO 1o SEM/2018 • Etec 19",Interpretação de texto,Figuras de linguagem,18
2018,sem1,Questão 45,"Questão 45 Há, nessa música, uma construção gramatical chamada de mesóclise – “dar-te-ei” – de pouco uso na linguagem escrita e
quase extinto o uso na falada. Essa construção, chamada de colocação pronominal, é uma das três posições possíveis – de
acordo com a gramática normativa.
Colocação pronominal
Posição dos pronomes oblíquos
átonos em relação ao verbo
Ênclise Mesóclise Próclise
Quando o pronome Quando o pronome oblíquo átono é Quando o pronome
oblíquo átono é posicionado entre o radical e a desinência oblíquo átono é
posicionado depois do das formas verbais do futuro do presente e posicionado antes
verbo futuro do pretérito do verbo
Baseando-se no que foi apresentado, assinale a alternativa que apresenta uma relação correta – de acordo com a gramática
normativa – entre colocação pronominal e o seu uso na frase.
(A) Próclise – “Faça-me o favor de não atrasar para nosso encontro!”
(B) Ênclise – “Não te darei discos, não, eles repetem.”
(C) Ênclise – “Importava-se com o sucesso da prova.”
(D) Mesóclise – “A música? Cantá-la-rei quando souber a letra.”
(E) Mesóclise – “Alguém me procurou?”",Tempos e modos verbais,Nenhum,19
2018,sem1,Questão 46,"Questão 46 Vinícius observa duas crianças, Caio e João, empurrando uma caixa de brinquedos. Relembrando a aula de Ciências
que teve pela manhã, ele observa o deslocamento da caixa e faz um desenho representando as forças envolvidas nesse
processo, conforme a figura.
Considerando que a caixa esteja submetida a duas forças horizontais, nos sentidos representados na figura, de intensidades
F = 100 N e F = 75 N, ficou pensando em como poderia evitar o deslocamento da caixa, fazendo com que ela ficasse em
1 2
equilíbrio (parada).
Concluiu, então, que para isso ocorrer, uma outra criança deveria exercer uma força de intensidade igual a
(A) 100 N, junto com João.
(B) 100 N, junto com Caio.
(C) 75 N, junto com João.
(D) 25 N, junto com Caio.
(E) 25 N, junto com João.
20 VESTIBULINHO 1o SEM/2018 • Etec",Leis de Newton,Nenhum,19
2018,sem1,Questão 47,"Questão 47 De acordo com as informações apresentadas no texto e no mapa, é correto afirmar que
(A) os jesuítas espanhóis estabeleceram as suas missões em 1756, na região que hoje corresponde a São Paulo, Paraguai
e Argentina.
(B) os índios guarani, obedecendo ao Tratado de Madri, se estabeleceram em novos povoados fundados nos arredores
de Assunção, Curitiba e Florianópolis.
(C) os portugueses fundaram trinta reduções jesuíticas às margens do rio da Prata, atendendo ao que havia sido
definido pelo Tratado de Tordesilhas no início do século XVII.
(D) os povoados formados por jesuítas e indígenas na bacia do Prata foram diretamente afetados pelo Tratado de Madri,
acordo de limites assinado em 1750.
(E) os espanhóis recuperaram, com o Tratado de Tordesilhas, a região de Porto Alegre, tomada pelos índios guarani
que não aceitaram ser realocados.
VESTIBULINHO 1o SEM/2018 • Etec 21",Momentos históricos nacionais,Guerras,20
2018,sem1,Questão 48,"Sobre a organização religiosa que fundou os povoados
na bacia do Prata, assinale a alternativa correta de acordo
com o contexto apresentado no texto e no mapa.
(A) O Franciscanismo se associou às populações
indígenas no intuito de criar nações americanas
independentes da Espanha e de Portugal.
(B) O Calvinismo foi o principal aliado da Espanha na
evangelização dos povos nativos da América do Sul
desde a fundação das primeiras vilas.
(C) A Reforma Protestante disseminou os ideais de
Martinho Lutero na América do Sul e foi impedida de
se instalar na América do Norte.
(D) A Companhia de Jesus foi responsável por diversas
iniciativas na colonização da América junto às coroas
portuguesa e espanhola.
(E) A Ordem de Cristo, criada na Inglaterra, teve como
finalidade controlar os religiosos portugueses e
espanhóis na América.",Primeiras civilizações,Sociedades indígenas no Brasil,21
2018,sem1,Questão 49,"Questão 49  Releia os trechos.

I É você [...] que na vida vai comigo agora
II É você [...] que invadiu o centro do espelho
Percebemos que os exemplos I e II se tratam de períodos
compostos.
Assim, assinale a alternativa que indica o efeito de
sentido que as orações destacadas produzem sobre as
não destacadas.
(A) Comparam o antes e o depois do interlocutor “você”.
(B) Particularizam as características do “você”,
restringindo-o.
(C) Indicam as circunstâncias temporais em que as ações
acontecem.
(D) Dão ao eu-lírico um modo e local onde as ações
descritas acontecem.
(E) Exprimem a causa pela qual o eu-lírico quer bem a
pessoa a quem se refere.",Interpretação de texto,Gênero e tipologia textual,21
2018,sem1,Questão 50,"Questão 50
Ao analisarmos a função que as orações destacadas nos
exemplos I e II exercem, podemos classificá-las como
orações
(A) subordinadas substantivas, pois exercem a função de
substantivo.
(B) subordinadas adverbiais, pois exercem a função de
advérbio.
(C) subordinadas adjetivas, pois exercem a função de
adjetivo.
(D) coordenadas sindéticas, pois exercem a função
aditiva.
(E) coordenadas assindéticas, pois exercem a função
conclusiva.",Gênero e tipologia textual,Nenhum,21
2019,sem1,Questão 01,"Questão 01 Os primeiros animais surgiram nos mares e eram invertebrados de corpo mole. À medida que o tapete verde
desenvolvia-se sobre a Terra, outro grupo de criaturas vivas – os artrópodes – chegava do mar para desfrutar dessa
nova e enorme massa de alimentos. Os primeiros artrópodes que emergiram foram talvez os miriápodes primitivos, que
atingiam aproximadamente dois metros de comprimento e apresentavam até duzentas patas. Depois vieram as lacraias,
as aranhas e os escorpiões. Tempos depois, surgiram as libélulas gigantes, um dos primeiros insetos a voar, com até
setenta centímetros de envergadura. O voo foi, talvez, desenvolvido para que esses insetos escapassem dos animais
predadores, que os espreitavam no chão. As baratas, os gafanhotos e os grilos também faziam parte dos conjuntos
de primeiros insetos que apareceram.
Considerando os animais citados no texto, podemos afirmar que
(A) todos possuem asas, corpo mole e segmentado.
(B) as lacraias apresentam endoesqueleto calcário e patas articuladas.
(C) os gafanhotos, os grilos e as aranhas possuem um par de antenas e quatro pares de patas.
(D) as libélulas possuem exoesqueleto, três pares de patas e corpo segmentado em cabeça, tórax e abdome.
(E) as baratas, as aranhas e os escorpiões apresentam glândulas de veneno, exoesqueleto e corpo não segmentado.",Vida animal,Nenhum,1
2019,sem1,Questão 02,"Questão 02 Em 1929, o arqueólogo alemão Julius Jordan desenterrou uma vasta biblioteca de tábuas de argila com um tipo
de escrita conhecida como “cuneiforme”, com cinco mil anos de idade, mais antigas que exemplares semelhantes
encontrados na China, no Egito e na América.
As tábuas estavam em Uruk, uma cidade mesopotâmica – e uma das primeiras do mundo – às margens do rio
Eufrates, onde hoje fica o Iraque.
As tábuas não haviam sido usadas para escrever poesia ou enviar mensagens a lugares remotos. Foram empregadas
para fazer contas – e também para elaborar os primeiros contratos.
<https://tinyurl.com/ycuj8mq6> Acesso em: 26.10.2018. Adaptado.
O texto faz referência a um período muito conhecido da história da Humanidade, no qual surgiram os primeiros
registros escritos.
Assinale a alternativa que, corretamente, descreve o contexto em que surgiu a escrita na Mesopotâmia.
(A) Os mesopotâmicos criaram a escrita como forma de se comunicar com os deuses, entalhando placas de argila
que eram cuidadosamente depositadas no interior dos templos religiosos.
(B) O surgimento da escrita foi vinculado à criação de um sistema de educação segundo o qual todas as crianças
deveriam dominar o conhecimento das letras e dos cálculos.
(C) As cidades da Mesopotâmia eram separadas por longas distâncias, percorridas a pé por mensageiros que levavam
cartas e ofícios trocados entre os governantes.
(D) A evolução da literatura oral gerou a necessidade de registrar os textos poéticos declamados pelos grandes
oradores da Antiguidade clássica.
(E) O desenvolvimento do comércio levou à criação da escrita, utilizada, inicialmente, para realizar registros contábeis
e firmar contratos.
2 VESTIBULINHO 1o SEM/2019 • Etec",Primeiras civilizações,Nenhum,1
